Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2021-10-05 00:00:00,Finance,Salaries,East,92559,167670,UPI,TXN104032,75111,81.15
2022-07-06 00:00:00,Marketing,Marketing,West,61236,59545,Bank Transfer,TXN104033,-1691,-2.76
2021-04-21 00:00:00,Sales,Marketing,South,47357,94000,Bank Transfer,TXN104034,46643,98.49
2022-01-20 00:00:00,IT,Utilities,South,92278,150326,UPI,TXN104035,58048,62.91
2023-01-31 00:00:00,Operations,Marketing,South,93723,58164,UPI,TXN104036,-35559,-37.94
2022-11-25 00:00:00,HR,Travel,North,123290,128936,Bank Transfer,TXN104037,5646,4.58
2022-02-09 00:00:00,Sales,Marketing,West,59690,43128,UPI,TXN104038,-16562,-27.75
2021-01-22 00:00:00,Finance,Infrastructure,North,79975,100245,UPI,TXN104039,20270,25.35
2022-11-09 00:00:00,Marketing,Marketing,North,66040,11512,Bank Transfer,TXN104040,-54528,-82.57
2022-09-03 00:00:00,Finance,Infrastructure,South,102179,81654,Bank Transfer,TXN104041,-20525,-20.09
2021-01-08 00:00:00,Marketing,Training,Central,36926,128287,Bank Transfer,TXN104042,91361,247.42
2022-12-03 00:00:00,Marketing,Marketing,Central,54228,74887,Cash,TXN104043,20659,38.10
2022-06-13 00:00:00,Sales,Training,Central,41046,121121,Bank Transfer,TXN104044,80075,195.09
2022-08-25 00:00:00,HR,Marketing,South,145743,158531,UPI,TXN104045,12788,8.77
2022-10-19 00:00:00,Operations,Travel,East,124419,28288,Bank Transfer,TXN104046,-96131,-77.26
2021-06-15 00:00:00,HR,Infrastructure,West,60187,130548,Cash,TXN104047,70361,116.90
2023-04-29 00:00:00,IT,Training,South,116856,18539,Bank Transfer,TXN104048,-98317,-84.14
2022-05-11 00:00:00,HR,Training,South,127507,149917,Bank Transfer,TXN104049,22410,17.58
2022-08-13 00:00:00,Marketing,Infrastructure,North,34871,54870,Cash,TXN104050,19999,57.35
2022-03-05 00:00:00,Marketing,Utilities,Central,76962,84702,Card,TXN104051,7740,10.06
2023-02-13 00:00:00,IT,Marketing,South,122362,21467,Card,TXN104052,-100895,-82.46
2021-06-12 00:00:00,Finance,Marketing,East,74140,54436,Bank Transfer,TXN104053,-19704,-26.58
2022-01-01 00:00:00,Marketing,Travel,West,39171,161103,Card,TXN104054,121932,311.28
2021-03-13 00:00:00,IT,Utilities,East,66745,54943,Card,TXN104055,-11802,-17.68
2022-10-17 00:00:00,Marketing,Utilities,South,91772,31116,UPI,TXN104056,-60656,-66.09
2021-09-26 00:00:00,Operations,Travel,South,43835,152090,UPI,TXN104057,108255,246.96
2022-02-19 00:00:00,Marketing,Training,North,76668,154812,UPI,TXN104058,78144,101.93
2023-10-13 00:00:00,Sales,Infrastructure,East,138738,117790,Cash,TXN104059,-20948,-15.10
2022-11-06 00:00:00,IT,Training,North,148684,159392,Card,TXN104060,10708,7.20
2023-12-20 00:00:00,HR,Salaries,East,107360,142511,Bank Transfer,TXN104061,35151,32.74
2021-01-06 00:00:00,IT,Travel,Central,19433,24696,Cash,TXN104062,5263,27.08
2023-09-09 00:00:00,Finance,Infrastructure,Central,142018,23948,Card,TXN104063,-118070,-83.14
2022-07-24 00:00:00,Marketing,Training,East,11615,68962,Bank Transfer,TXN104064,57347,493.73
2022-02-11 00:00:00,IT,Training,North,88387,94141,Cash,TXN104065,5754,6.51
2021-01-26 00:00:00,Operations,Utilities,Central,83790,20192,UPI,TXN104066,-63598,-75.90
2023-10-26 00:00:00,IT,Travel,South,97635,31362,Bank Transfer,TXN104067,-66273,-67.88
2023-09-13 00:00:00,Operations,Salaries,West,43161,33071,UPI,TXN104068,-10090,-23.38
2022-01-25 00:00:00,Marketing,Marketing,North,85229,131860,Card,TXN104069,46631,54.71
2022-12-11 00:00:00,HR,Travel,East,141460,136598,Bank Transfer,TXN104070,-4862,-3.44
2022-07-25 00:00:00,Marketing,Salaries,West,111801,165740,UPI,TXN104071,53939,48.25
2023-01-24 00:00:00,Finance,Salaries,West,89437,89226,UPI,TXN104072,-211,-0.24
2021-05-26 00:00:00,Sales,Travel,South,83205,103118,Card,TXN104073,19913,23.93
2023-02-24 00:00:00,HR,Infrastructure,North,110875,141979,Card,TXN104074,31104,28.05
2022-06-10 00:00:00,HR,Travel,West,70816,106275,Card,TXN104075,35459,50.07
2021-01-13 00:00:00,Sales,Training,North,102096,76679,Card,TXN104076,-25417,-24.90
2023-06-22 00:00:00,IT,Utilities,South,55241,82455,Card,TXN104077,27214,49.26
2022-01-19 00:00:00,Marketing,Training,East,133684,135073,Cash,TXN104078,1389,1.04
2022-07-10 00:00:00,IT,Salaries,West,125397,95310,UPI,TXN104079,-30087,-23.99
2023-06-06 00:00:00,IT,Salaries,West,138167,15574,Card,TXN104080,-122593,-88.73
2021-01-19 00:00:00,Marketing,Marketing,West,44198,148378,UPI,TXN104081,104180,235.71
2022-07-29 00:00:00,Finance,Salaries,North,122932,42811,Cash,TXN104082,-80121,-65.18
2023-01-21 00:00:00,HR,Marketing,West,107679,133044,Bank Transfer,TXN104083,25365,23.56
2023-10-01 00:00:00,Operations,Salaries,North,30517,146753,UPI,TXN104084,116236,380.89
2022-02-23 00:00:00,Sales,Salaries,Central,64503,143925,UPI,TXN104085,79422,123.13
2022-02-23 00:00:00,HR,Travel,Central,38514,100955,UPI,TXN104086,62441,162.13
2021-05-02 00:00:00,IT,Travel,North,143287,35462,Bank Transfer,TXN104087,-107825,-75.25
2022-03-08 00:00:00,Sales,Utilities,Central,26486,70165,Cash,TXN104088,43679,164.91
2021-02-13 00:00:00,Operations,Training,South,100256,130986,UPI,TXN104089,30730,30.65
2022-01-16 00:00:00,HR,Infrastructure,South,84482,14599,Cash,TXN104090,-69883,-82.72
2021-05-25 00:00:00,HR,Utilities,Central,22249,168518,UPI,TXN104091,146269,657.42
2021-12-29 00:00:00,Finance,Salaries,East,49064,141413,UPI,TXN104092,92349,188.22
2023-12-10 00:00:00,HR,Utilities,North,131253,63471,UPI,TXN104093,-67782,-51.64
2023-12-25 00:00:00,HR,Travel,Central,87437,53012,Bank Transfer,TXN104094,-34425,-39.37
2021-12-21 00:00:00,Operations,Training,North,56783,123938,Cash,TXN104095,67155,118.27
2023-03-11 00:00:00,Operations,Salaries,Central,52271,35217,Cash,TXN104096,-17054,-32.63
2023-04-06 00:00:00,Sales,Salaries,South,65142,96392,Card,TXN104097,31250,47.97
2022-02-02 00:00:00,IT,Utilities,East,70683,15408,UPI,TXN104098,-55275,-78.20
2023-05-30 00:00:00,Operations,Training,North,103806,43841,Bank Transfer,TXN104099,-59965,-57.77
2022-04-08 00:00:00,Sales,Marketing,East,114526,160826,UPI,TXN104100,46300,40.43
2023-03-19 00:00:00,HR,Infrastructure,South,70791,130960,Cash,TXN104101,60169,85.00
2021-07-06 00:00:00,Sales,Training,West,13668,117031,Cash,TXN104102,103363,756.24
2023-01-02 00:00:00,Sales,Utilities,West,60767,90181,UPI,TXN104103,29414,48.40
2022-03-05 00:00:00,Sales,Utilities,North,51739,55812,Cash,TXN104104,4073,7.87
2023-05-08 00:00:00,Marketing,Infrastructure,South,132243,126007,UPI,TXN104105,-6236,-4.72
2021-08-25 00:00:00,Sales,Salaries,North,45166,136329,UPI,TXN104106,91163,201.84
2023-02-10 00:00:00,Operations,Salaries,North,63028,65302,Card,TXN104107,2274,3.61
2023-01-28 00:00:00,Marketing,Marketing,North,139649,78439,Bank Transfer,TXN104108,-61210,-43.83
2021-05-16 00:00:00,IT,Utilities,East,74631,136895,Bank Transfer,TXN104109,62264,83.43
2023-03-03 00:00:00,Sales,Infrastructure,Central,110420,53603,Cash,TXN104110,-56817,-51.46
2021-06-20 00:00:00,Finance,Utilities,South,53281,59814,Cash,TXN104111,6533,12.26
2021-06-08 00:00:00,HR,Travel,East,59711,129646,Card,TXN104112,69935,117.12
2021-07-20 00:00:00,HR,Utilities,Central,80977,42740,Cash,TXN104113,-38237,-47.22
2023-08-20 00:00:00,Marketing,Utilities,North,101497,29274,Cash,TXN104114,-72223,-71.16
2022-08-06 00:00:00,HR,Travel,West,20146,167533,UPI,TXN104115,147387,731.59
2023-05-26 00:00:00,HR,Travel,East,108802,113026,Card,TXN104116,4224,3.88
2022-01-06 00:00:00,Marketing,Infrastructure,South,65499,70842,UPI,TXN104117,5343,8.16
2021-04-13 00:00:00,HR,Salaries,South,26313,17031,UPI,TXN104118,-9282,-35.28
2023-09-29 00:00:00,Sales,Marketing,Central,37398,52796,Cash,TXN104119,15398,41.17
2023-09-03 00:00:00,IT,Travel,East,134518,101425,UPI,TXN104120,-33093,-24.60
2023-03-09 00:00:00,Marketing,Salaries,North,148504,101760,Bank Transfer,TXN104121,-46744,-31.48
2022-10-20 00:00:00,Finance,Infrastructure,Central,30867,63878,Bank Transfer,TXN104122,33011,106.95
2023-06-01 00:00:00,Marketing,Training,South,40971,24931,Bank Transfer,TXN104123,-16040,-39.15
2023-01-03 00:00:00,Operations,Utilities,East,122627,53122,Card,TXN104124,-69505,-56.68
2022-02-27 00:00:00,Finance,Infrastructure,West,60759,70121,Card,TXN104125,9362,15.41
2022-07-26 00:00:00,Operations,Infrastructure,North,132243,67970,Bank Transfer,TXN104126,-64273,-48.60
2021-06-20 00:00:00,Marketing,Travel,South,101827,46320,Bank Transfer,TXN104127,-55507,-54.51
2021-06-22 00:00:00,Operations,Marketing,East,120455,66669,UPI,TXN104128,-53786,-44.65
2022-10-25 00:00:00,Finance,Travel,West,40291,92791,Card,TXN104129,52500,130.30
2022-03-29 00:00:00,Sales,Utilities,South,139216,113846,Cash,TXN104130,-25370,-18.22
2021-12-16 00:00:00,Marketing,Travel,West,75674,8574,Cash,TXN104131,-67100,-88.67
2022-05-09 00:00:00,Marketing,Utilities,South,59372,140173,Card,TXN104132,80801,136.09
2022-09-12 00:00:00,HR,Travel,Central,61539,25759,UPI,TXN104133,-35780,-58.14
2023-10-25 00:00:00,Marketing,Training,Central,12525,103038,Bank Transfer,TXN104134,90513,722.66
2023-07-08 00:00:00,Marketing,Marketing,Central,129742,46002,UPI,TXN104135,-83740,-64.54
2021-01-06 00:00:00,Sales,Training,East,19637,93868,UPI,TXN104136,74231,378.02
2021-10-15 00:00:00,HR,Salaries,Central,58324,87352,Card,TXN104137,29028,49.77
2022-08-31 00:00:00,IT,Marketing,East,66108,22319,Bank Transfer,TXN104138,-43789,-66.24
2022-04-02 00:00:00,Operations,Travel,North,44377,119126,Card,TXN104139,74749,168.44
2023-10-27 00:00:00,Finance,Infrastructure,Central,90069,94384,Card,TXN104140,4315,4.79
2022-09-16 00:00:00,IT,Salaries,East,121875,31909,UPI,TXN104141,-89966,-73.82
2022-01-11 00:00:00,HR,Infrastructure,South,124886,159853,Card,TXN104142,34967,28.00
2022-03-23 00:00:00,Sales,Training,East,70207,11750,Card,TXN104143,-58457,-83.26
2023-04-15 00:00:00,Finance,Marketing,East,32368,127294,Card,TXN104144,94926,293.27
2023-03-22 00:00:00,Operations,Salaries,South,35736,101177,Card,TXN104145,65441,183.12
2023-08-17 00:00:00,Marketing,Training,East,27753,156342,UPI,TXN104146,128589,463.33
2023-04-29 00:00:00,Marketing,Travel,South,144643,151071,Bank Transfer,TXN104147,6428,4.44
2023-03-20 00:00:00,IT,Infrastructure,West,36798,39106,Bank Transfer,TXN104148,2308,6.27
2023-09-06 00:00:00,Operations,Travel,Central,111844,94810,UPI,TXN104149,-17034,-15.23
2022-02-20 00:00:00,HR,Utilities,North,86595,113306,Cash,TXN104150,26711,30.85
2022-12-27 00:00:00,Operations,Salaries,East,102539,30985,Card,TXN104151,-71554,-69.78
2022-03-30 00:00:00,Sales,Infrastructure,South,73279,128655,UPI,TXN104152,55376,75.57
2021-05-30 00:00:00,IT,Marketing,Central,28564,13527,Cash,TXN104153,-15037,-52.64
2023-01-29 00:00:00,IT,Marketing,East,21290,130582,Cash,TXN104154,109292,513.35
2023-02-18 00:00:00,Sales,Marketing,Central,30018,158913,Card,TXN104155,128895,429.39
2023-08-31 00:00:00,Operations,Training,West,65138,163013,UPI,TXN104156,97875,150.26
2023-02-02 00:00:00,Sales,Marketing,East,92155,44066,Card,TXN104157,-48089,-52.18
2023-09-29 00:00:00,Finance,Infrastructure,South,91567,116556,Cash,TXN104158,24989,27.29
2021-03-17 00:00:00,Sales,Training,West,19006,58678,Cash,TXN104159,39672,208.73
2022-08-22 00:00:00,Operations,Utilities,East,25908,119206,Card,TXN104160,93298,360.11
2021-08-13 00:00:00,Sales,Marketing,Central,81165,54249,Card,TXN104161,-26916,-33.16
2021-04-23 00:00:00,HR,Marketing,West,94406,75692,Card,TXN104162,-18714,-19.82
2021-09-08 00:00:00,Marketing,Training,South,79522,84151,Bank Transfer,TXN104163,4629,5.82
2023-04-21 00:00:00,Sales,Marketing,East,50954,10794,UPI,TXN104164,-40160,-78.82
2022-12-15 00:00:00,Marketing,Utilities,Central,77359,110547,UPI,TXN104165,33188,42.90
2021-05-05 00:00:00,Sales,Training,Central,64980,56128,UPI,TXN104166,-8852,-13.62
2023-12-29 00:00:00,Operations,Training,West,97256,96615,Cash,TXN104167,-641,-0.66
2023-12-07 00:00:00,Finance,Salaries,East,96008,80428,UPI,TXN104168,-15580,-16.23
2023-06-03 00:00:00,Finance,Training,Central,141682,143163,UPI,TXN104169,1481,1.05
2021-01-30 00:00:00,Marketing,Marketing,West,136446,133958,Cash,TXN104170,-2488,-1.82
2021-10-08 00:00:00,Operations,Training,North,113249,158690,Cash,TXN104171,45441,40.12
2023-07-13 00:00:00,Operations,Marketing,Central,21018,99569,Bank Transfer,TXN104172,78551,373.73
2022-01-03 00:00:00,Operations,Marketing,West,46599,18396,Cash,TXN104173,-28203,-60.52
2022-05-10 00:00:00,HR,Training,North,128557,106415,Card,TXN104174,-22142,-17.22
2023-11-15 00:00:00,IT,Salaries,West,121694,46342,Bank Transfer,TXN104175,-75352,-61.92
2022-12-19 00:00:00,Sales,Marketing,Central,58071,79424,Cash,TXN104176,21353,36.77
2023-10-14 00:00:00,Operations,Salaries,North,22394,82824,UPI,TXN104177,60430,269.85
2022-08-29 00:00:00,Operations,Salaries,West,24417,113664,Bank Transfer,TXN104178,89247,365.51
2022-01-10 00:00:00,Operations,Training,East,37849,33872,Bank Transfer,TXN104179,-3977,-10.51
2022-10-01 00:00:00,Finance,Travel,North,45207,29215,UPI,TXN104180,-15992,-35.38
2023-11-15 00:00:00,Operations,Travel,West,134947,12968,UPI,TXN104181,-121979,-90.39
2021-04-26 00:00:00,Sales,Marketing,East,59021,102198,UPI,TXN104182,43177,73.16
2021-02-17 00:00:00,Operations,Infrastructure,North,137627,49053,Card,TXN104183,-88574,-64.36
2021-04-09 00:00:00,Sales,Travel,West,125159,158222,Bank Transfer,TXN104184,33063,26.42
2022-02-09 00:00:00,HR,Training,Central,74079,139739,Card,TXN104185,65660,88.64
2022-11-16 00:00:00,IT,Training,North,99979,130611,Card,TXN104186,30632,30.64
2023-06-22 00:00:00,Finance,Travel,North,46533,133956,UPI,TXN104187,87423,187.87
2022-05-18 00:00:00,Sales,Infrastructure,East,132514,30091,Cash,TXN104188,-102423,-77.29
2023-06-13 00:00:00,Marketing,Utilities,West,99832,30456,Card,TXN104189,-69376,-69.49
2021-09-15 00:00:00,HR,Marketing,Central,89283,144821,Cash,TXN104190,55538,62.20
2023-04-24 00:00:00,IT,Utilities,East,93093,156934,Cash,TXN104191,63841,68.58
2021-05-01 00:00:00,IT,Utilities,North,140798,134743,UPI,TXN104192,-6055,-4.30
2023-03-21 00:00:00,IT,Salaries,East,56963,124689,Cash,TXN104193,67726,118.89
2023-09-05 00:00:00,Sales,Salaries,East,41034,164679,Card,TXN104194,123645,301.32
2021-02-23 00:00:00,HR,Marketing,East,24143,59290,Cash,TXN104195,35147,145.58
2023-10-16 00:00:00,Operations,Infrastructure,North,129057,76605,Card,TXN104196,-52452,-40.64
2023-02-23 00:00:00,Marketing,Salaries,South,103415,57502,UPI,TXN104197,-45913,-44.40
2021-08-29 00:00:00,HR,Travel,East,79662,135185,Card,TXN104198,55523,69.70
2022-04-28 00:00:00,HR,Marketing,South,81721,157761,Cash,TXN104199,76040,93.05
2023-10-10 00:00:00,HR,Training,Central,124938,97128,Card,TXN104200,-27810,-22.26
2021-07-06 00:00:00,Sales,Utilities,Central,140557,96790,Cash,TXN104201,-43767,-31.14
2022-10-18 00:00:00,Marketing,Marketing,Central,105203,120943,Cash,TXN104202,15740,14.96
2021-09-19 00:00:00,Sales,Training,West,83993,71081,UPI,TXN104203,-12912,-15.37
2023-08-11 00:00:00,Marketing,Training,North,122022,124245,Cash,TXN104204,2223,1.82
2022-05-06 00:00:00,Marketing,Salaries,South,77659,63540,Bank Transfer,TXN104205,-14119,-18.18
2022-03-07 00:00:00,Sales,Training,West,27894,115281,Card,TXN104206,87387,313.28
2021-08-27 00:00:00,Marketing,Infrastructure,South,112156,14734,Bank Transfer,TXN104207,-97422,-86.86
2021-10-31 00:00:00,HR,Training,North,46190,38632,Bank Transfer,TXN104208,-7558,-16.36
2021-10-25 00:00:00,Sales,Training,East,18431,93826,Card,TXN104209,75395,409.07
2021-03-17 00:00:00,Marketing,Utilities,West,111311,88175,UPI,TXN104210,-23136,-20.79
2023-09-26 00:00:00,IT,Infrastructure,North,24860,54614,Card,TXN104211,29754,119.69
2022-10-04 00:00:00,Sales,Marketing,West,42924,118702,UPI,TXN104212,75778,176.54
2023-04-07 00:00:00,Finance,Infrastructure,Central,114646,60585,Cash,TXN104213,-54061,-47.15
2021-10-10 00:00:00,Sales,Infrastructure,West,105231,18499,Bank Transfer,TXN104214,-86732,-82.42
2022-08-14 00:00:00,Sales,Marketing,East,83134,131440,Card,TXN104215,48306,58.11
2021-03-13 00:00:00,Sales,Utilities,East,126707,77193,Cash,TXN104216,-49514,-39.08
2022-12-04 00:00:00,Marketing,Training,South,64389,70341,Card,TXN104217,5952,9.24
2022-07-29 00:00:00,Sales,Infrastructure,West,118182,120829,Card,TXN104218,2647,2.24
2023-09-27 00:00:00,Finance,Infrastructure,Central,116227,87488,Cash,TXN104219,-28739,-24.73
2023-06-11 00:00:00,Operations,Marketing,East,96090,169258,Card,TXN104220,73168,76.15
2021-01-12 00:00:00,Sales,Travel,South,64199,80439,Cash,TXN104221,16240,25.30
2021-05-21 00:00:00,IT,Infrastructure,Central,41444,111603,Bank Transfer,TXN104222,70159,169.29
2021-01-17 00:00:00,Finance,Salaries,Central,28798,58694,Cash,TXN104223,29896,103.81
2023-12-23 00:00:00,Operations,Training,Central,70147,155287,Card,TXN104224,85140,121.37
2021-09-10 00:00:00,Marketing,Training,North,72942,125827,Bank Transfer,TXN104225,52885,72.50
2022-04-10 00:00:00,Sales,Utilities,East,42860,141992,Bank Transfer,TXN104226,99132,231.29
2022-01-11 00:00:00,Operations,Infrastructure,North,123605,145400,Cash,TXN104227,21795,17.63
2023-09-08 00:00:00,IT,Marketing,North,130931,35798,UPI,TXN104228,-95133,-72.66
2022-06-04 00:00:00,Finance,Salaries,East,22468,129421,Cash,TXN104229,106953,476.02
2021-03-31 00:00:00,Finance,Marketing,West,68014,136474,UPI,TXN104230,68460,100.66
2022-12-21 00:00:00,Marketing,Infrastructure,South,100343,44579,Cash,TXN104231,-55764,-55.57
2023-03-15 00:00:00,Marketing,Salaries,East,27986,106172,Bank Transfer,TXN104232,78186,279.38
2023-03-07 00:00:00,Marketing,Utilities,South,45719,87973,Cash,TXN104233,42254,92.42
2022-09-22 00:00:00,Operations,Utilities,West,69116,68554,UPI,TXN104234,-562,-0.81
2021-03-17 00:00:00,Sales,Utilities,East,85794,56515,Card,TXN104235,-29279,-34.13
2023-07-15 00:00:00,HR,Travel,Central,142382,145183,UPI,TXN104236,2801,1.97
2022-02-04 00:00:00,Finance,Marketing,East,106462,18919,Bank Transfer,TXN104237,-87543,-82.23
2023-08-28 00:00:00,HR,Infrastructure,West,73798,91001,Cash,TXN104238,17203,23.31
2023-12-31 00:00:00,Finance,Salaries,North,92078,63926,Bank Transfer,TXN104239,-28152,-30.57
2023-03-08 00:00:00,Marketing,Training,East,30162,85911,Card,TXN104240,55749,184.83
2021-07-14 00:00:00,Sales,Training,Central,126274,35617,Card,TXN104241,-90657,-71.79
2021-08-16 00:00:00,Sales,Marketing,East,26761,78899,Card,TXN104242,52138,194.83
2022-04-06 00:00:00,Finance,Infrastructure,North,29679,142273,Cash,TXN104243,112594,379.37
2022-09-10 00:00:00,Operations,Travel,East,84441,14998,UPI,TXN104244,-69443,-82.24
2023-11-11 00:00:00,Marketing,Infrastructure,Central,57770,165735,Cash,TXN104245,107965,186.89
2021-03-05 00:00:00,Sales,Marketing,West,69567,46099,Bank Transfer,TXN104246,-23468,-33.73
2021-06-14 00:00:00,Sales,Infrastructure,Central,104183,131959,Cash,TXN104247,27776,26.66
2021-01-27 00:00:00,IT,Training,West,58938,117255,Bank Transfer,TXN104248,58317,98.95
2023-10-09 00:00:00,Sales,Training,Central,20974,155746,Cash,TXN104249,134772,642.57
2021-10-12 00:00:00,IT,Salaries,South,133617,146032,UPI,TXN104250,12415,9.29
2021-10-08 00:00:00,Sales,Travel,East,12500,46506,Card,TXN104251,34006,272.05
2023-04-18 00:00:00,Sales,Training,East,70490,76959,Cash,TXN104252,6469,9.18
2023-04-11 00:00:00,Operations,Salaries,North,83649,138169,UPI,TXN104253,54520,65.18
2023-07-07 00:00:00,Operations,Travel,South,103116,84894,Cash,TXN104254,-18222,-17.67
2021-08-12 00:00:00,Marketing,Training,North,122742,142571,Cash,TXN104255,19829,16.16
2023-02-23 00:00:00,Sales,Travel,East,106296,163629,Card,TXN104256,57333,53.94
2023-08-23 00:00:00,Marketing,Infrastructure,North,132189,29952,Bank Transfer,TXN104257,-102237,-77.34
2023-08-08 00:00:00,Marketing,Salaries,West,118025,90833,UPI,TXN104258,-27192,-23.04
2023-11-20 00:00:00,Marketing,Travel,South,132098,28823,Cash,TXN104259,-103275,-78.18
2021-02-14 00:00:00,Marketing,Travel,Central,17731,95587,Card,TXN104260,77856,439.10
2022-04-16 00:00:00,Finance,Infrastructure,West,117197,40701,Cash,TXN104261,-76496,-65.27
2021-02-03 00:00:00,Finance,Training,Central,105310,73436,Cash,TXN104262,-31874,-30.27
2022-10-15 00:00:00,Sales,Training,North,110788,97816,Card,TXN104263,-12972,-11.71
2023-04-10 00:00:00,Finance,Marketing,East,115932,28374,Cash,TXN104264,-87558,-75.53
